,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
443,700,Total Recall,1990,Fantasy,109,United States,Paul Verhoeven,"Arnold Schwarzenegger, Sharon Stone, Rachel Ticotin, Ronny Cox, Michael Ironside, Marshall Bell, Mel Johnson jr., Michael Champion, Roy Brocksmith, Ray Baker",7.1,7.05,7.0,279,"We are in 2084 and for the muscular worker Doug Quaid the obsession is only one: to go to Mars. In addition to normal scheduled travel, there are also companies such as Recall capable of implanting in the memory of their customers the memory of vacation weeks spent on the red planet. Doug turns to Recall and there the trouble begins because the technicians discover that something is wrong with his head. In fact, Doug actually was on Mars as a secret agent, and his current life as a worker is nothing more than a false memory.","The film is based on a short story by Philip K. Dick, ""Total Memory"", more complex and fascinating than the cinematographic reduction. However ""Act of Force"" boasts the intelligent work of directing. Amazing special effects: Schwarzenegger hidden in the guise of an irascible lady stranded on the Martian frontier is an image that is already in the annals of science fiction.",1,3,1,3,2
451,717,The Ewok Adventure,1984,Fantasy,100,United States,John Korty,"Eric Walker, Warwick Davis, Fionnula Flanagan, Guy Boyd, Aubree Miller, Burl Ives, Daniel Frishman, Debbie Lee Carrington, Tony Cox, Kevin Thompson",5.4,6.0,5.0,12,"Little astronauts traveling around the galaxy in search of their parents, helped by the Ewoks, strange furry creatures that already appeared in the second episode of the ""Star Wars"" saga. Produced by George Lucas (also author of the subject), it is an honest product for TV suitable for children.",,0,2,0,0,0
470,750,Omar Khayyam,1956,Adventure,101,United States,William Dieterle,"Cornel Wilde, Debra Paget, John Derek, Raymond Massey, Michael Rennie, Yma Sumac, Margaret Hayes, Joan Taylor, Sebastian Cabot, Perry Lopez",4.2,4.0,4.0,4,"Called to court by the Sultan, the poet Omar Khayyam should give him his fiancée. A Thousand and One Nights setting for a lame screenplay.",,0,2,0,1,0
475,758,Plymouth Adventure,1952,Adventure,105,United States,Clarence Brown,"Spencer Tracy, Gene Tierney, Van Johnson, Leo Genn, Dawn Addams, Barry Jones, Lloyd Bridges, Noel Drayton, John Dehner, Tommy Ivo",6.1,6.0,6.0,10,"Some adventurers and a group of dissident Protestants embark on the Mayflower commanded by Captain Jones which is sailing towards the eastern shores of North America. The contract signed by the future colonists hides a deception: they are convinced that Jones will get them to the coasts of Virginia, but this is not the case because the captain will take them much further north. The group also includes William, a future settler, and his beautiful wife Dorothy who is very fond of the captain.","Despite the big names of the cast and the production commitment, the film is quite conventional and plastered.",1,2,1,1,0
476,759,Dodge City,1939,Western,104,United States,Michael Curtiz,"Errol Flynn, Olivia de Havilland, Ann Sheridan, Bruce Cabot, Frank McHugh, Alan Hale, John Litel, Henry Travers, Henry O'Neill, Victor Jory",6.8,6.83,7.0,29,"In turbulent Dodge City, gambler Jeff Surrett is king. One day a caravan led by Webb Weston arrives in town and is asked to become sheriff. Webb accepts only after the death, in an accident, of a child he was fond of. It's serious trouble for Surrett. Weston will restore order to the city and will be able to find a worthy companion for himself.","Inspired by the story of Wyatt Earp, the story has a more historical than epic, and yields less than usual to clichés. The direction is rich, accurate and personal; the work on color is interesting, as a function of greater emotional expressiveness.",1,3,1,2,0
486,772,It's Alive!,1974,Horror,91,United States,Larry Cohen,"John P. Ryan, Sharon Farrell, Andrew Duggan, Guy Stockwell, James Dixon, Michael Ansara, Robert Emhardt, William Wellman jr., Shamus Locke",7.2,7.25,7.0,34,"Leonora and Frank, married and with an eleven-year-old son, are about to have a second child. But in the clinic in Santa Monica, she gives birth to a small killer monster who, immediately after giving birth, kills the doctor and nurses and escapes, killing more in the surrounding area.","Famous B series horror. As usual, behind the carnage, a precise metaphor, that of ""childbirth"" and pain. But also that of the freak, of the monster child against whom one can only cheer. With two equally successful sequels. Larry Cohen, horror screenwriter (partner of Bill Lustig), is also the ""white"" mentor of blaxploitation.",0,3,0,3,0
493,780,Cat People,1982,Horror,118,United States,Paul Schrader,"Nastassja Kinski, Malcolm McDowell, John Heard, Annette O'Toole, Ruby Dee, Ed Begley jr., Scott Paulin, Frankie Faison, Lynn Lowry, John Larroquette",6.6,6.65,7.0,92,"Irena Gallier (Kinski) is already grown up, but still a virgin, when she first meets her brother Paul (McDowell). Paul explains that a curse weighs on the two of them: every time they fall in love they turn into panthers. Paul tries anyway with Irena, gets rejected, looks for a prostitute, and of course, turns into a panther. Oliver Yates (Heard), the zoo manager, captures him and puts him in a cage. It is always Yates who offers Irena a job and falls in love with her, with all the risks involved.","Schrader manages to win the bet of making a remake of the Tourneur classic, at least partially. Taking advantage of the horror theme of transformation, he highlights the sexual motive and inserts the incestuous variant into it. In the choice of actors he hits the mark with McDowell, as always tormented and perverse, and exploits the angelic aspect of Nastassja Kinski.",0,1,0,2,2
494,781,Cat People,1942,Horror,73,United States,Jacques Tourneur,"Simone Simon, Kent Smith, Tom Conway, Jack Holt, Jane Randolph",8.4,8.5,8.0,153,"Young engineer Oliver meets the charming Irene, a girl of Slavic origin at the zoo. In short, the two fall in love and get married. Everything would go well if it were not that Irene refuses to kiss her husband because she fears an ancient curse of her land. According to a legend, in fact, women like her turn into a panther every time they kiss a man.","Chilling fable that he interprets and the fears of a historical moment characterized by the spread of Nazi power. One of the masterpieces of producer RKO Val Lewton, built with very few means and with a distressing atmosphere from start to finish. Famous and often cited is the sequence in which the protagonist feels followed by a panther into the swimming pool. ""The witches garden"", from 1944, is a kind of spin-off. Masterful photography by Nicholas Musuraca.",1,3,2,4,2
501,794,Thunder in the East,1953,Adventure,98,United States,Charles Vidor,"Alan Ladd, Deborah Kerr, Charles Boyer, Corinne Calvet, Cecil Kellaway, Marc Cavell, John Abbott, Philip Bourneuf, John Williams, Charles Lung, Leonard Carey",6.4,6.0,7.0,6,"An American adventurer lands in India in 1947, shortly after the country's proclamation of independence, with the intention of selling weapons. The situation is confused everywhere and bands of rioters are rampant in various provinces. The American proposes his deal to the prime minister, but the latter refuses. The centers of power and the army are thus left unguarded when the rebels attack. Rather boring and conventional, it does not deviate from the canons of the adventurous-exotic genre very popular at that time in Hollywood. The only exception from the general flatness is the interpretation of Deborah Kerr in the role of the blind daughter of a missionary.",,0,2,0,2,0
506,800,Dances with Wolves,1990,Western,180,United States,Kevin Costner,"Kevin Costner, Graham Greene, Mary McDonnell, Rodney A. Grant, Floyd 'Red Crow' Westerman, Tantoo Cardinal, Robert Pastorelli, Charles Rocket, Maury Chaykin, Jimmy Herman, Michael Spears",8.1,8.07,8.0,373,"Lieutenant John Dumbar becomes a war hero in spite of himself; as a prize he receives the Sisko horse and the authorization to choose his next destination. Dumbar asks to be sent to an outpost on the Indian border, in Sioux territory. A period begins for him that will profoundly change him and make him reborn as a new man in the tribe of Kicking Bird and Wind in Hair.","The film was one of the most extraordinary cinematic events of recent years. To make it happen, Kevin Costner had to overcome a thousand obstacles: no one wanted to finance his western mostly spoken in the Sioux language. Against all odds the project was realized, the film achieved extraordinary success and got seven Oscars. Cold, a western not as revolutionary as has been said and written (review the classics, please), but certainly a remarkable show . Kevin Reynolds (""Fandango"") directed uncredited.",1,2,4,2,1
517,821,Cherry 2000,1988,Fantasy,83,United States,Steve DeJarnatt,"Melanie Griffith, David Andrews, Pamela Gidley, Ben Johnson, Tim Thomerson, Harry Carey jr., Laurence Fishburne, Brion James, Marshall Bell",5.8,6.0,6.0,10,"In the year 2017 Melanie Griffith, a disturbing mercenary, is hired with the task of breaking into a robot depot controlled by a gang of psychotic terrorists. A slightly clumsy yuppie accompanies her on her dangerous mission through the desert areas of the southwestern United States. Charming, energetic and casual, after the success of A career woman, Griffith demonstrates versatility and wit in the somewhat parodic game of this feminine Mad Max. In the cast, the old ""tough"" Dana Andrews, and two icons of John Ford: Harry Carey jr. and Ben Johnson",,2,2,0,2,1
526,834,Ten Wanted Men,1955,Western,80,United States,H. Bruce Humberstone,"Randolph Scott, Jocelyn Brando, Richard Boone, Alfonso Bedoya, Donna Martell, Skip Homeier, Clem Bevans, Leo Gordon, Minor Watson, Lester Matthews, Tom Powers, Dennis Weaver, Lee Van Cleef",6.0,6.0,6.0,9,"In the town of Okatiglia, the rivalry between the Stewarts and the Campbells flares up. When Adam Campbell is killed, his son Albert seeks revenge. Not very bad, despite the obviousness of the plot.",,0,2,0,2,0
535,848,Bandolero!,1968,Western,108,United States,Andrew V. McLaglen,"James Stewart, Dean Martin, Raquel Welch, George Kennedy, Andrew Prine, Will Geer, Clint Ritchie, Denver Pyle, Tom Heaton, Rudy Diaz",6.5,6.67,6.0,37,"Dee Bishop and her gang, captured after a bank robbery, are sentenced to hang. Mace, brother of Dee, saves them on the day of the execution. The gang, with a woman as a hostage, takes refuge in Mexico, in the region where ferocious bandoleros rage. Pursued by the sheriff, they arrive at the showdown.","The cast is bubbly, but directing is pure craft. Andrew McLaglen (Four of the Wild Goose) doesn't go beyond entertainment. Concessions to sentiment are routine and somewhat hasty.",1,3,1,2,0
538,854,Yellowbeard,1983,Adventure,91,United States,Mel Damski,"Graham Chapman, Peter Boyle, Marty Feldman, Eric Idle, Cheech Marin, Tommy Chong, Peter Cook, Martin Hewitt, Michael Hordern, Madeline Kahn, James Mason, John Cleese",4.8,5.0,5.0,9,"England, late 1600s. Yellowbeard, former pirate of the Jamaica Sea, manages to escape from the prisons of His British Majesty. The corsair wants to recover a treasure whose map, before being destroyed, was tattooed on the skull of his child. Except that the son is now a bold twenty and, in the treasure, many are interested.","It is a comic reinterpretation - with Monty Python among the performers - of the adventurous trend of piracy. The whole is quite ramshackle, despite the merits of the historical reconstruction and some spectacular solutions. The dubbing is not very accurate either.",3,2,0,0,1
