,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
20344,36996,Turistas,2006,Horror,93,United States,John Stockwell,"Josh Duhamel, Melissa George, Olivia Wilde, Beau Garrett, Desmond Askew",5.3,5.2,5.0,139,"A group of young and enterprising travelers on vacation in Brazil find themselves in a remote town after an accident involving the bus they were traveling on. Initially they think they have ended up in an earthly paradise, but little by little they begin to mysteriously disappear ...","If in the first part one is afflicted by the usual idiotic characters destined for slaughter, then the product becomes quick, dry and bloody. In the journey to Brazilian hell, more than the sociological reasons for the villain - a sort of new Dr. Moreau - the pure genre works. With its retro taste it surprises the showdown under water, almost from _007_ of yesteryear.",0,2,0,3,0
3863,5928,Call of the Wild,1992,Adventure,100,United States,"Alan Smithee, Michael Toshiyuki Uno","Ricky Schroder, Duncan Fraser, Gordon Tootoosis, Mia Sara",5.7,4.0,7.0,10,"Buck, a beautiful German Shepherd, is stolen from his family and sold to Alaska as a sled dog in the mythical days of the gold rush. His fate inevitably crosses over with that of John Thorton, the young heir to a rich timber company who, eager to build a future without the help of his family, is attracted by the charm of the gold rush. Arriving in Alaska, John meets the irascible Charlie, an Indian with whom he befriends.",One of the worst film versions of the London novel. Alan Smithee is the conventional name that is used when a director decides not to sign a film.,1,4,3,3,0
6861,10679,Kidnapped,1960,Adventure,94,United States,Robert Stevenson,"James McArthur, Peter Finch, Bernard Lee",6.3,6.0,7.0,4,"A boy who is about to inherit the family fortune is kidnapped by his evil uncle on a ship. He will be able to save himself thanks to the help of an outlaw. The film is a Disney-like reduction - without infamy and without praise - of the classic bestseller for children by Robert Louis Stevenson, the great nineteenth-century novelist casually named after the director of the film.",,0,2,1,2,0
2504,3807,King Kong Lives,1986,Adventure,105,United States,John Guillermin,"Brian Kerwin, Linda Hamilton, John Ashton, Peter Michael Goetz, Frank Maraden, Jimmie Ray Weeks, Debbie McLeod",4.8,4.67,5.0,15,"Shot down by the American Air Force in the previous 1976 film, King Kong is saved by a group of scientists who graft him a huge plastic heart. The operation is also successful thanks to the blood donated by a female of her own species. Having fled to the mountains for fear of being divided, the two animals are hunted down: the army kills Kong, but the female and the baby born of their union are saved. The poetry and the mythical atmosphere of the first 1933 film have completely disappeared, only the plastic of the special effects of Carlo Rambaldi remains.",,0,2,0,1,0
24019,43488,The Warrior's Way,2010,Action,100,United States,Sngmoo Lee,"Kate Bosworth, Geoffrey Rush, Danny Huston, Dong-gun Jang, Tony Cox, David Austin, Matt Gillanders, Kathleen LaGue, Nic Sampson, Ashley Jones",5.2,5.0,5.0,17,"The story of Yang, an Asian warrior who is forced to hide in a small town in the middle of the US badlands. Here he meets the local drunk, Ron (Geoffrey Rush), and a knife thrower Lynne (Kate Bosworth) who works in the local circus. Yang seems to finally find peace, happiness and love. But the ghosts of the past also reach him in the American far west.",,0,0,0,0,0
16748,27322,House IV,1992,Horror,94,United States,Lewis Abernathy,"Terri Treas, William Katt, Scott Burkholder, Denny Dillon, Melissa Clayton",4.0,3.5,5.0,4,,,0,2,0,3,0
386,604,Comes a Horseman,1978,Western,120,United States,Alan J. Pakula,"Jane Fonda, James Caan, Jason Robards, Richard Farnsworth, George Grizzard, Jim Davis, Mark Harmon, Macon McCalman, Basil Hoffman",6.8,6.91,7.0,37,"Ella Connors, who inherited a farm and pasture land from her father, rejects the purchase proposals of Erwin, the tyrant of the area. Having sold part of the pastures to two veteran cowboys, it is against them that Erwin sends his assassins. But Frank, one of the cowboys, survives and his help will be instrumental in Ella's fight against the despotic and criminal landowner.","The temporal collocation of the story is interesting (it later took place, however, in a fairly predictable way) in the second half of the 1940s, with the war against the villains of the house after that against the enemies of the homeland. The environment is optimally enhanced.",0,2,1,2,0
10256,16138,Assault on Dome 4,1996,Fantasy,90,United States,Gilbert Po,"Bruce Campbell, Joseph Culp, Jocelyn Seagrave, Brion Jones",4.0,4.0,4.0,3,"Life flows quietly on a small artificial planet used as a scientific laboratory and positioned in the most unknown and mysterious space. The plant is equipped with the most sophisticated equipment, but this does not prevent a group of criminals, taking advantage of the poor defensive systems, from being able to penetrate. It will be the agent Morran, who happened to be on the planet by chance, to try to save the situation.","Evocative and realistic scenarios are the backdrop to this science fiction film signed by Gilbert Po. In the cast Bruce Campbell, actor favorite of Sam Raimi, and Joseph Culp seen in ""Glow in the dark"".",0,2,0,2,0
15284,24754,Teenage Monster,1957,Fantasy,95,United States,Jacques R. Marquette,"Anne Gwynne, Gloria Castillo, Stuart Wade, Gil Perkins, Stephen Parker",5.3,,5.0,3,,,0,0,0,0,0
11441,18190,Resurrection,1980,Fantasy,103,United States,Daniel Petrie,"Ellen Burstyn, Sam Shepard, Richard Farnsworth, Roberts Blossom",6.8,8.0,6.0,5,A woman given up for dead by doctors suddenly comes back to life with exceptional healing powers that she uses to do good to people. The surprise in the scientific world is so great that the woman is besieged by newspapers and televisions all over the world.,"An underrated film that knows how to use a delicate story with grace and that knows how to fully exploit the qualities of Ellen Burstyn. Next to her is the playwright and actor Sam Shepard. The subject is taken from a book by Lewis John Carlino, writer and director.",0,2,1,2,0
24091,43633,The Satan Bug,1965,Fantasy,114,United States,John Sturges,"George Maharis, Richard Basehart, Anne Francis, Dana Andrews, John Larkin, Richard Bull, Frank Sutton, Edward Asner, Simon Oakland, John Anderson",5.5,5.0,6.0,10,"Two deadly viruses, including Botox Satan, are stolen from a top secret laboratory (Station 3), built by the United States government in the California desert. The suspicions fall on an eccentric billionaire who, in exchange for the return of the stolen goods, demands the interruption of all experiments on biological weapons, under penalty of the release of the viruses on Los Angeles. An espionage agent, previously suspended due to insubordination, is put on the trail of the terrorist.",The indolent script repeatedly makes the suspension of disbelief dangerously shake. But a solid cast of character actors and Sturges' good staging are enough to save the film,0,2,0,2,0
22499,40593,Monte Walsh,2003,Western,117,United States,Simon Wincer,"Tom Selleck, Isabella Rossellini, Keith Carradine, George Eads, Robert Carradine",4.8,,5.0,16,"Wyoming, 1892: Mount Walsh and his friend Chet Rollins spend a harsh winter looking after cattle. Back in town, they discover that the ranch they worked for, like many others in the area, has been sold to a group of landowners whose local interests are run by Cal Brennan, who hires the two cowboys. In the city, Monte and Chet pursue romantic interests, the first with the prostitute Martine and the second with a widow who owns a shop. But with the arrival of the railway, life on the border will never be the same ...","Remake, produced by Selleck, of _Monte Walsh, a die hard_ from 1970, directed by William A. Fraker with Lee Marvin, Jeanne Moreau and Jack Palance.",0,0,0,0,0
33417,139699,The Endless,2017,Horror,111,United States,"Justin Benson, Aaron Moorhead","Callie Hernandez, Tate Ellington, Lew Temple, Emily Montague, Justin Benson, James Jordan, Ric Sarabia, Kira Powell, Aaron Moorhead, Shane Brady",5.3,5.25,5.0,22,"Years after escaping a cult as teenagers, brothers Aaron and Justin return to their former home following a mysterious message. When strange events begin to occur, neither can deny how they seem to mirror the axioms of the cult they were a part of.",,0,0,0,0,0
35516,164415,Artemis Fowl,2020,Fantasy,95,United States,Kenneth Branagh,"Ferdia Shaw, Lara McDonnell, Judi Dench, Colin Farrell, Josh Gad, Nonso Anozie, Tamara Smart, Hong Chau, Miranda Raison, Adrian Scarborough, Nikesh Patel, Joshua McGuire",5.3,5.75,5.0,29,"Little Artemis Fowl is the descendant of a long line of criminal minds. With the help of faithful protector Butler, Artemis lives the adventure of her life when she decides to find her father who has mysteriously disappeared. In doing so, he discovers an ancient hidden world, the incredibly evolved world of the fairies. Realizing that the absence of the parent is somehow connected to the secret magical world, Artemis will have to outgrow the almighty fairies.",Inspired by the fantasy book series by Irish writer Eoin Colfer.,0,0,0,0,0
18874,32630,The Americano,1955,Western,85,United States,William Castle,"Glenn Ford, Frank Lovejoy, Cesar Romero, Ursula Thiess",6.2,,6.0,5,,,0,0,0,0,0
33565,141351,Boo,2005,Horror,94,United States,Anthony C. Ferrante,"Trish Coren, Rachel Harland, Jilon VanOver, Happy Mahaney, Shirlene Quigley, Algie Hamilton, Dig Wayne, Rosamaria Juarez, Nicole Rayburn, Josh Holt",5.0,5.0,5.0,3,Halloween. A group of young people ventures into an abandoned hospital with sinister fame more or less at the same time as a boy who is looking for his missing sister. Watching over everyone is a former TV show actor who has now become a policeman. Soon the unfortunate will realize that they are trapped in the hospital in the company of a particularly vengeful ghost. The key to getting rid of the apparition is hidden in the hospital's tragic past.,,0,0,0,0,0
14991,24294,Target Earth,1998,Fantasy,87,United States,Peter Markle,"Christopher Meloni, Marcia Cross, John C. McGinley, Melinda Culea",4.0,6.0,2.0,4,"Detective Sam is not resigned to the disappearance of his wife Beth four years ago. Tammy, a six-year-old daughter of Karen, a single mother, also disappears while playing in the backyard. Sam accidentally finds her unconscious. The little girl writes incomprehensible symbols and letters.",,0,2,0,2,0
1591,2430,Duel at Diablo,1965,Western,103,United States,Ralph Nelson,"James Garner, Bibi Andersson, Sidney Poitier, Dennis Weaver, Bill Travers, William Redfield, John Hubbard, Ralph Nelson, Bill Hart, John Hoyt, John Crawford",7.1,7.4,7.0,29,"Traveling to Fort Creel, Jess Remsberg frees a white woman who lived as a slave to an Indian tribe, and brings her back to her husband. The pair, along with Jess and a cavalry squadron make their way to another fort, but are attacked by the Indians. Jess runs in search of help but, when he returns, he finds the small caravan massacred: only the woman and her son (had by the Indian chief) were saved. Violent, lively, an ""adult"" and multiracial western from the director who five years later will sign ""Blue Soldier"".",,0,2,0,2,0
