,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
34729,156199,Braid,2018,Horror,82,United States,Mitzi Peirone,"Madeline Brewer, Imogen Waterhouse, Sarah Hay, Scott Cohen, Jill Dalton, Brad Calcaterra, Mauricio Ovalle",3.1,2.0,4.0,9,"Petula and Tilda are two artists who, moved to New York to pursue their dreams, ended up involved in drug dealing and prostitution. One night, they lose $ 80,000 worth of drugs and only have 48 hours to pay off the debt. They then plan to carry out a robbery against Daphne, a rich friend of their agoraphobic and schizophrenic childhood who lives in the fantasy world that the three created as children. To steal her money, they will have to take part in their friend's deadly universe of hallucinations, role-playing, torture and murder.",,0,0,0,0,0
22329,40322,Kill Switch,2008,Action,96,United States,Jeff King,"Steven Seagal, Holly Dignard, Chris Thomas King, Michael Filipowich, Isaac Hayes, Mark Collie, Karyn Michelle Baltzer, Philip Granger, Riley Jang, Connor Jang",4.1,,4.0,8,A policeman disturbed by his childhood traumas after which he has devoted his life and career to track down serial killers is sent to Memphis on a mission that will be true bread for his teeth.,,0,0,0,0,0
11671,18579,Wanda Nevada,1979,Adventure,105,United States,Peter Fonda,"Peter Fonda, Brooke Shields, Fiona Lewis",5.9,6.0,6.0,11,"Nevada is still wild, but a couple of adventurous poker players still decide to brave the hostile environment in order to reach the Grand Canyon. Because there, between the rapids and inlets of the river, there is gold.","The film is actually modest. However, he is the only one that Fonda father and Fonda son have filmed together. Since they haven't spoken to each other for years (Henry didn't forgive Peter for being ""left""), _Wanda Nevada_ thus represents a moment of reconciliation between the old lion and the offspring of _Easy Rider_. Fonda Jr. as a director did better in '71 with _The Return of Harry Collings_.",0,3,0,2,1
9302,14554,Night of the Comet,1984,Fantasy,94,United States,Thom Eberhardt,"Catherine Mary Stewart, Kelli Maroney, Robert Beltran",6.2,8.0,4.0,17,"The return of a comet, the same that caused the extinction of the dinosaurs in the passage of millions of years ago, almost completely destroys humanity on Earth. Among the few survivors, two bad California girls ... Tasty low cost film, tinged with irony, which reserves some good moments of thrill.",,1,2,0,2,1
10945,17378,Vampire at Midnight,1988,Horror,93,United States,Gregory McClatchy,"Jason Williams, Lesley Milne, Robert Random",4.0,4.0,4.0,3,"A famous psychiatrist, specialist in treatment with the hypnosis method, has gone so far in his research that, through the trance system on patients, he has committed a now numerous series of heinous crimes. He would continue to kill undisturbed were it not that a policeman, directly involved in a murder, begins to have suspicions about him ...",The actualization of the vampire theme hardly works.,1,2,0,2,0
13939,22471,The Rage: Carrie 2,1999,Horror,104,United States,Katt Shea,"Emily Bergl, Jason London, Dylan Bruno, Amy Irving, Mena Suvari, J. Smith-Cameron",4.3,4.0,5.0,15,"Over twenty years earlier, Carrie White consumed her revenge against her schoolmates, guilty of cruelly humiliating her. Today Sue Snell, one of the few survivors of that massacre perpetrated by telekinesis, works as a social worker at a high school and is particularly dedicated to Rachel, a ""problematic"" student. Coincidentally, this young woman also has the ability to move objects at a distance, and that a group of bullies are planning to make fun of her. Rachel and Carrie, however, are more connected than you think ...",Faint semi-sequel to De Palma's film with Sissy Spacek (1976).,0,2,0,2,0
1890,2869,Frankenstein,1931,Horror,71,United States,James Whale,"Boris Karloff, Colin Clive, Mae Clarke, John Boles, Edward Van Sloan, Frederick Kerr, Dwight Frye, Lionel Belmore",8.1,8.05,8.0,171,"The baron and scientist Dr. Frankenstein transplants a new brain onto a dead person and brings it back to life through the application of a magnetic fluid. But the grafted gray matter is that of a criminal madman: the creature, childish and bloodthirsty at the same time, gets rid of its guardians and begins to kill.","English in Hollywood, James Whale made Mary Shelley's Frankenstein a true icon of the 20th century. It seems he was the one who invented the monster mask, even if the credit was attributed to the brilliant make-up technician Jack Pierce. Sublime Boris Karloff in the main role.",0,3,2,3,0
10184,16000,Contact,1997,Fantasy,150,United States,Robert Zemeckis,"Jodie Foster, Matthew McConaughey, James Woods, David Morse",6.5,6.15,7.0,240,"As a child, Ellie Arroway would get up at night to listen to her shortwave radio with the hope of picking up mysterious voices. After her father's death she devotes herself to science, which seems to her capable of giving those answers that have always tormented her. At university, her unanswered questions prompted her to specialize in finding messages sent by extraterrestrial beings. Despite the skepticism that surrounds her, Ellie holds firm to her convictions. Until one day ...","In the final part, ""Contact"" reveals all its splendor, thanks to the millions of dollars spent that give twenty minutes of authentic magical atmosphere up there, somewhere in the universe, where maybe you can find your loved ones walking on the beaches Florida type. The main flaw of the operation is to prepare a religious-scientific-new age cocktail without paying too much attention to measuring the ingredients. In short, the air of ""Contact"" is too cold, but the journey nevertheless deserves to be conducted and completed.",0,2,3,2,0
36813,184399,The Night House,2020,Horror,108,United States,David Bruckner,"Rebecca Hall, Sarah Goldberg, Vondie Curtis-Hall, Evan Jonigkeit, Stacy Martin, Allie McCulloch, Samantha Buck, Patrick Klein, James W. Meagher, Amy Zubieta",7.0,7.0,,1,A widow slowly discovers the aberrant secrets kept by her recently dead husband.,,0,0,0,0,0
1157,1771,Conan the Destroyer,1983,Fantasy,103,United States,Richard Fleischer,"Arnold Schwarzenegger, Grace Jones, Wilt Chamberlain, Mako, Tracey Walter, Sarah Douglas, Olivia D'Abo, Pat Roach, Jeff Corey",5.3,4.14,7.0,127,"In a timeless age, Queen Tamaris sends her granddaughter Jenna in search of the horn of the god Dagoth, who has long been asleep. The object assures whoever holds it dominion over the universe, but the queen secretly wants the young woman to die. To protect her, however, there is the strong Conan and, after many and dangerous adventures, the evil ones turn back on those who had put them in place, not before a monstrous metamorphosis of the idol of Dagoth.","Second episode of a saga built to exalt Schwarzenegger's pectorals and biceps. Some interest in the accompanying figures and costumes. More in the frame, however, than in the painting.",1,2,0,2,1
1921,2910,Fighting Caravans,1931,Western,91,United States,David Burton,"Gary Cooper, Lili Damita, Ernest Torrence, Tully Marshall, Fred Kohler, Eugene Pallette, Roy Stewart, May Boley, Eve Southern",5.0,4.0,6.0,10,Three fusiliers escort a caravan on its way to California. Weak western in which only the star of Gary Cooper shines.,,0,0,0,0,0
15335,24843,Black River,2001,Horror,100,United States,Jeff Bleckner,"Jay Mohr, Susan Bain, Paul Batten, Patricia Drake, Lisa Edelstein",5.9,6.0,6.0,6,"A Hollywood screenwriter, Bo Aikens, arrives in the quaint town of Black River to rediscover lost inspiration. The carefree stay, thanks also to the relationship that Bo has woven with Laura, really seems to start under the best auspices. Too bad Black River hides a terrible secret.",From a story by Dean Koontz.,0,2,0,3,0
15858,25693,Hollywood Homicide,2003,Action,111,United States,Ron Shelton,"Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood, Lolita Davidovich, Martin Landau",4.9,4.91,5.0,77,"Joe Gavilan and Kasey Calden, two detectives from the Los Angeles homicide squad, are investigating the murder of members of an up-and-coming rap group during a concert. In all likelihood, the instigator of the massacre is Sartain, a well-known producer of hip hop music, already suspected in the past of the murder of some artists who had tried to dissolve the contract with his record label ...","Shelton, already a specialist in the sports sub-genre, directs something that looks like an ""action movie"", a film about a heterogeneous couple of detectives, a comedy, a tribute to the world of entertainment. In the end, however, it is just a flan.",1,2,0,1,0
25080,45620,Area 51,2013,Horror,91,United States,Oren Peli,"Ben Rovner, Russ Taylor, Reid Warner, Jennefer Ludwigsen, Sandra Staggs, Roy Abramsohn, Glenn Campbell, Jelena Nik, Jonathan Marsh",4.3,4.6,4.0,18,"Chris, who has always been passionate about astronomy and the world of UFOs, takes advantage of a vacation in Las Vegas to venture with friends Paul and Rob into the Nevada desert, looking for a former employee of the infamous Area 51 who can tell them about the experience. contact with extraterrestrials. Furthermore, to further increase their curiosity is the meeting with Natalie, convinced that she had been kidnapped by aliens some time before.",,0,0,0,0,0
28256,60117,Summer's Blood,2009,Horror,91,United States,Lee Demarbre,"Ashley Greene, Peter Mooney, Barbara Niven, Stephen McHattie, Peter Michael Dillon, Cinthia Burke, Paul Whitney, Sean Tucker",4.0,,4.0,9,"Summer Matthews, a rebellious teenager, discovers that her mother lied to her about her father and that he is still alive: she decides to track him down. Arriving in the small village of Massey with a photo of her parent, Summer is guilty of the theft in a shop but manages to escape the sheriff with the help of Tom Hoxey, a young man who soon discovers he is not as nice as he seems.",,0,0,0,0,0
36207,171393,Dead Trigger,2018,Action,91,United States,"Mike Cuff, Scott Windhauser","Dolph Lundgren, Autumn Reeser, Romeo Miller, Isaiah Washington, Brandon Beemer, Bleona, Derek Boone, Tamara Braun, Ethan Breinholt, Toby Bronson",4.8,,5.0,4,"Unable to stop a virus causing a pandemic, the government develops a video game that mirrors the terrifying events that have cursed the world. The players who kill the most zombies in the game are then recruited to fight the undead in real life. Led by Captain Kyle Walker, the chosen team travels to Terminal City, where the outbreak originated, to find the team of scientists who have been working on a possible cure. The only way to get to them, however, is through a city full of terrifying zombies.",,0,0,0,0,0
1598,2440,Second Chance,1953,Adventure,102,United States,Rudolph Maté,"Robert Mitchum, Linda Darnell, Jack Palance, Roy Roberts, Dan Seymour, Rodolfo Hoyos jr., Reginald Sheffield, Margaret Brewster, Judy Walsh, Fortunio Bonanova, Milburn Stone, Maurice Jara",7.1,7.63,7.0,40,"A woman living in Mexico is sued by an American court: she is the main accusation against a gangster on trial in the United States. A killer, who has long been in love with her, is tasked with silencing her. The woman, in turn, is defended by an ex-boxer.","Breathtaking story full of twists, halfway between the story of a gangster and the traditional adventure. Among the performers dominates Robert Mitchum, at ease in the role of tough with a soft heart. Mexico is hot and passionate, as is often the case in American cinema.",0,2,1,2,1
6005,9331,Cliffhanger,1993,Action,112,United States,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Caroline Goodall",5.8,5.92,6.0,138,"Traumatized by an accident in which he was unable to save a girl's life, Gabe Walker decides to do away with the mountains. However, when a plane crashes in the middle of the mountains, and he is in those parts, he cannot resist and agrees to leave in search of the survivors. He finds them immediately, but at the same time discovers that they are criminals. They take him hostage, together with another guide, to retrieve three briefcases full of dollars which, following the accident, ended up on the rocky walls and glaciers in the area. Shot halfway between Cortina and Hollywood, Harlin's film did not have the expected success. Yet there are some very impressive high-altitude footage and then there's Michael Rooker in one of his rare appearances after ""Henry, Rain of Blood"".",,1,3,1,3,1
